Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004052203832,0,"Обʼєднання ""Самопоміч""",Каховська міська організація,39921904,Херсонська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26004924419292,0,"Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005056218695,"163049,78","Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26048056202828,0,"Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26007924419329,"154,39","Обʼєднання ""Самопоміч""",Київська обласна організація,39922721,Київська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055322365,0,"Обʼєднання ""Самопоміч""",Козятинська міська організація,39921836,Вінницька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052516971,0,"Обʼєднання ""Самопоміч""",Коломийська міська організація,39934583,Івано-Франківська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055021669,0,"Обʼєднання ""Самопоміч""",Конотопська міська організація,39922934,Сумська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055017701,0,"Обʼєднання ""Самопоміч""",Конотопська районна організація,39959000,Сумська область,2019-06-30,2,2019,
"ПАТ ""ПУМБ""",поточний рахунок,2600720237,0,"Обʼєднання ""Самопоміч""",Криворізька міська організація,40300153,Дніпропетровська область,2019-06-30,2,2019,
"АТ ""Укрсиббанк""",поточний рахунок,29033000003100,"1828,69","Обʼєднання ""Самопоміч""",Львівська міська організація,39378876,Львівська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26002924856783,"33747,43","Обʼєднання ""Самопоміч""",Львівська обласна організація,38582948,Львівська область,2019-06-30,2,2019,
"АТ ""Ощадбанк""",поточний рахунок,26003300503147,"15,42","Обʼєднання ""Самопоміч""",Марганецька міська організація,39955179,Дніпропетровська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055723683,1803,"Обʼєднання ""Самопоміч""",Мелітопольська міська організація,39964031,Запорізька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053222865,0,"Обʼєднання ""Самопоміч""",Миколаївська міська організація,39925432,Миколаївська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26000924419520,0,"Обʼєднання ""Самопоміч""",Миколаївська міська організація,39925432,Миколаївська область,2019-06-30,2,2019,
"ПАТ ""Банк Восток""",поточний рахунок,26007010353673,"1627,58","Обʼєднання ""Самопоміч""",Одеська міська організація,39923299,Одеська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001924419217,0,"Обʼєднання ""Самопоміч""",Одеська обласна організація,40565738,Одеська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050251729,0,"Обʼєднання ""Самопоміч""",Павлоградська міська організація,39953496,Дніпропетровська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26000924419218,0,"Обʼєднання ""Самопоміч""",Полтавська міська організація,39959676,Полтавська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007054212314,"4,9","Обʼєднання ""Самопоміч""",Полтавська міська організація,39959676,Полтавська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26002924419216,0,"Обʼєднання ""Самопоміч""",Полтавська обласна організація,39995908,Полтавська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004054213167,0,"Обʼєднання ""Самопоміч""",Полтавська обласна організація,39995908,Полтавська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26005924419194,0,"Обʼєднання ""Самопоміч""",Рівненська міська організація,39930531,Рівненська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000054717805,0,"Обʼєднання ""Самопоміч""",Рівненська районна організація,39962689,Рівненська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053718053,0,"Обʼєднання ""Самопоміч""",Сєвєродонецька міська організація,39957375,Луганська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,29030053601760,"3234,61","Обʼєднання ""Самопоміч""",Слов’янська міська організація,39935110,Донецька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053717028,0,"Обʼєднання ""Самопоміч""",Старобільська районна організація,39966070,Луганська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26003924419293,0,"Обʼєднання ""Самопоміч""",Сумська міська організація,39915822,Сумська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001055118006,"1438,82","Обʼєднання ""Самопоміч""",Тернопільська обласна організація,39915272,Тернопільська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26007924419051,0,"Обʼєднання ""Самопоміч""",Тернопільська обласна організація,39915272,Тернопільська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26000924429297,0,"Обʼєднання ""Самопоміч""",Тростянецька районна організація,39919738,Вінницька область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26000924419412,"13,97","Обʼєднання ""Самопоміч""",Харківська міська організація,39916469,Харківська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001924419411,0,"Обʼєднання ""Самопоміч""",Херсонська обласна організація,39970140,Херсонська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009052203116,"13092,64","Обʼєднання ""Самопоміч""",Херсонська міська організація,39871995,Херсонська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001924419411,0,"Обʼєднання ""Самопоміч""",Харківська обласна організація,39916302,Харківська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26005924419116,0,"Обʼєднання ""Самопоміч""",Хмельницька обласна організація,39935131,Хмельницька область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26009924425195,0,"Обʼєднання ""Самопоміч""",Черкаська обласна організація,39219693,Черкаська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003051502635,"724,85","Обʼєднання ""Самопоміч""",Чернівецька міська організація,39914787,Чернівецька область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26008924419704,0,"Обʼєднання ""Самопоміч""",Чернівецька міська організація,39914787,Чернівецька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055326037,0,"Обʼєднання ""Самопоміч""",Шаргородська районна організація,39956717,Вінницька область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055024257,0,"Обʼєднання ""Самопоміч""",Шосткинська міська організація,39959461,Сумська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053732835,"1611,37","Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний
"АБ ""Укргазбанк""",поточний рахунок,26006924866928,"13468,04","Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний
"АБ ""Укргазбанк""",поточний рахунок,26045903290725,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,соцстрах
"АБ ""Укргазбанк""",рахунок виборчого фонду політичної партії,26410000000001,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,"накопичувальний рахунок Виборчого фонду Політичної партії ""Об’єднання ""САМОПОМІЧ"""
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26419000000002,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,"поточний рахунок виборчого фонду Політичної партії ""Об’єднання ""САМОПОМІЧ"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435055300282,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Околіта Володимира Олександровича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438055301987,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Швець Бориса Степановича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439050500878,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Колесникова Владислава Миколайовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053500262,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Туровської Ірини Львівни
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437050500137,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Поперечнюк Михайла Михайловича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435053500085,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Денисенко Віталія Володимировича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438053800207,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Ігнат Олександра Володимировича
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26439924415601,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Маді Ігора Анатолійовича
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26433500024498,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Сурмачевського Івана Михайловича
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26432924415501,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Корольова Олега Миколайовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430052500709,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Гарасимко Івана Михайловича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432052500688,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Станіславського Богдана Миколайовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26433052500212,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Никорович Святослава Ігоровича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436052500543,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Токарчук Олега Володимировича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434053000306,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Дашкевич Миколи Володимировича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053001007,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Притуленко Володимира Олександровича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438053000410,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Давітідзе Паата Гурамовича
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26436924415574,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Брашнікової Тетяни Олексіївни
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436056200829,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Перехрест Андрія Володимировича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437052601001,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Приходько Миколи Сергійовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438052600928,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Манойленко Наталії Вікторівни
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26431500342677,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Москаленка Андрія Олександровича
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26431924415494,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Шевців Андрія Володимировича
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264341000008,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Кльофи Тараса Григоровича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435053700347,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Подоляк Ірини Ігорівни
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436053700562,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Дудчак Андрія Богдановича
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26431053700158,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Голубіцької Любов Михайлівни
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26437500309540,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2019-09-30,3,2019,поточний рахунок кандидата Бакунець Павла Андрійовича
